DEB [20200525-21:32:16.105] thr=1   paramiko.transport: starting thread (client mode): 0x4b19610L
DEB [20200525-21:32:16.106] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:16.140] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:16.140] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:16.144] thr=1   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:16.144] thr=1   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:16.145] thr=1   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:16.145] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:16.145] thr=1   paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:16.145] thr=1   paramiko.transport: Compression agreed: none
DEB [20200525-21:32:17.335] thr=1   paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:19.200] thr=1   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:19.201] thr=1   paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:19.231] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.0.20: 5656240f211ddea72bae61b1243de8f3
DEB [20200525-21:32:19.370] thr=1   paramiko.transport: userauth is OK
DEB [20200525-21:32:23.321] thr=3   paramiko.transport: starting thread (client mode): 0x4b19650L
DEB [20200525-21:32:23.322] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:23.352] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:23.352] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:23.358] thr=3   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:23.358] thr=3   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:23.359] thr=3   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:23.359] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:23.359] thr=3   paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:23.359] thr=3   paramiko.transport: Compression agreed: none
DEB [20200525-21:32:23.427] thr=3   paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:23.457] thr=4   paramiko.transport: starting thread (client mode): 0x4b195d0L
DEB [20200525-21:32:23.457] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:23.484] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:23.484] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:23.495] thr=4   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:23.495] thr=4   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:23.496] thr=4   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:23.496] thr=4   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:23.496] thr=4   paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:23.496] thr=4   paramiko.transport: Compression agreed: none
DEB [20200525-21:32:23.544] thr=3   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:23.544] thr=3   paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:23.552] thr=4   paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:23.833] thr=4   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:23.833] thr=4   paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:23.841] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.0.20: 5656240f211ddea72bae61b1243de8f3
INF [20200525-21:32:24.092] thr=1   paramiko.transport: Authentication (password) failed.
DEB [20200525-21:32:25.037] thr=4   paramiko.transport: userauth is OK
DEB [20200525-21:32:26.204] thr=5   paramiko.transport: starting thread (client mode): 0x4ba5810L
DEB [20200525-21:32:26.205] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:26.237] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:26.237] thr=5   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:26.243] thr=5   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:26.244] thr=5   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:26.244] thr=5   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:26.244] thr=5   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:26.244] thr=5   paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:26.244] thr=5   paramiko.transport: Compression agreed: none
DEB [20200525-21:32:26.349] thr=5   paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:26.384] thr=6   paramiko.transport: starting thread (client mode): 0x4ba57d0L
DEB [20200525-21:32:26.384] thr=6   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:26.405] thr=6   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:26.405] thr=6   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:26.418] thr=6   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:26.418] thr=6   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:26.419] thr=6   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:26.419] thr=6   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:26.419] thr=6   paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:26.419] thr=6   paramiko.transport: Compression agreed: none
DEB [20200525-21:32:26.466] thr=5   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:26.467] thr=5   paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:26.491] thr=6   paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:26.772] thr=6   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:26.772] thr=6   paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:26.795] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.0.20: 5656240f211ddea72bae61b1243de8f3
INF [20200525-21:32:27.065] thr=4   paramiko.transport: Authentication (password) failed.
DEB [20200525-21:32:27.333] thr=6   paramiko.transport: userauth is OK
INF [20200525-21:32:30.200] thr=6   paramiko.transport: Authentication (password) failed.
DEB [20200525-21:32:31.044] thr=7   paramiko.transport: starting thread (client mode): 0x4ba5390L
DEB [20200525-21:32:31.044] thr=7   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:31.076] thr=7   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:31.076] thr=7   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:31.081] thr=7   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
